Data de Emissão:;03/jan/2023
Base de dados:;GENCEL_REL
Matrícula:;e018071

Alimentador.Código do Alimentador;Transformador de Distribuição Aéreo.Identificador do Objeto;Transformador de Distribuição Aéreo.Número Operacional;Transformador de Distribuição Aéreo.Coordenada X;Transformador de Distribuição Aéreo.Coordenada Y;Transformador de Distribuição Aéreo.Potência Nominal (kVA);Transformador de Distribuição Aéreo.Demanda Total (kVA);Transformador de Distribuição Aéreo.Potência instalada GD total (W);Transformador de Distribuição Aéreo.Tensão do TAP ajustado (kV);Transformador de Distribuição Aéreo.Proprietário
ATA02;109012;12212;397125.71;7009783.14;30;7.2;0;21;1 - Celesc;
ATA02;109013;8620;396550.47;7010486.11;10;0.2;0;6;1 - Celesc;
ATA02;109014;8619;396668.02;7009957.82;37.5;5.3;0;6;1 - Celesc;
ATA02;109015;9440;396876;7010533.5;10;4.9;0;6;1 - Celesc;
ATA02;109016;8825;396960.54;7010888.94;10;5.4;0;6;1 - Celesc;
ATA02;109017;8621;397379.21;7010648.64;75;9;60000;23;1 - Celesc;
ATA02;109018;8622;397750.93;7011952.19;10;0.6;0;6;1 - Celesc;
ATA02;109020;8642;397860.69;7009496.09;15;4.2;0;6;1 - Celesc;
ATA02;109021;9293;398317.04;7008610.59;10;1.9;0;6;1 - Celesc;
ATA02;109022;8654;398967.36;7008678.4;15;6.7;0;6;1 - Celesc;
ATA02;109023;12017;399098.26;7008639.22;75;31.7;0;21;1 - Celesc;
ATA02;109024;8660;398480.06;7007410.96;15;3.8;0;6;1 - Celesc;
ATA02;109025;8668;397867.949993918;7007773.08533151;10;0.3;0;6;1 - Celesc;
ATA02;109811;10001;393275.72;7009213.72;10;8.7;26400;6;1 - Celesc;
ATA02;109812;10145;392747.444774047;7009163.801529;10;0.2;0;6;1 - Celesc;
ATA02;109809;7141;392563.63;7007614.43;30;12.8;5000;21;1 - Celesc;
ATA02;109810;7345;392809;7008282.19;10;2.6;0;7;1 - Celesc;
ATA02;109813;7143;392373.84;7009660.44;15;5.3;0;6;1 - Celesc;
ATA02;109814;6769;391604.23;7009659.82;10;4.8;0;6;1 - Celesc;
ATA02;109815;7144;393426.7;7009538.66;15;2;0;6;1 - Celesc;
ATA02;109816;9220;393951.36;7009975.82;10;1.4;0;6;1 - Celesc;
ATA02;109817;7145;393376.08;7010262.4;10;4.3;0;6;1 - Celesc;
ATA02;109818;7146;393226.62;7010753.92;15;4;0;6;1 - Celesc;
ATA02;109819;7155;392832.3;7011589.25;15;0;0;6;1 - Celesc;
ATA02;109820;7156;392608.62;7011336.87;10;2.5;7009;6;1 - Celesc;
ATA02;109821;7158;392266.03;7010768.73;10;0.8;0;6;1 - Celesc;
ATA02;109822;7157;392483.55;7010355.13;10;4.5;0;6;1 - Celesc;
ATA02;110008;9044;396676.564592974;6994541.61150506;15;6.2;0;6;1 - Celesc;
ATA02;110005;9191;394958.66;6998218.41;5;0.4;0;6;1 - Celesc;
ATA02;110006;8986;394146.81;6998171.9;30;4.2;14980;22;1 - Celesc;
ATA02;110007;9707;393921.03;6998682.78;10;0.4;0;6;1 - Celesc;
ATA02;110009;9045;395887.98;6995485.35;10;1.7;0;6;1 - Celesc;
ATA02;110010;9046;396434.99;6994123.18;5;0.4;0;6;1 - Celesc;
ATA02;110011;9047;395729.89;6993982.65;45;4.9;12000;21;1 - Celesc;
ATA02;110012;9048;395210.35;6994355.58;30;18.4;0;21;1 - Celesc;
ATA02;110013;9054;394262.77;6993762.64;5;0.7;0;6;1 - Celesc;
ATA02;110014;9795;394438.13;6994485.5;30;0.4;0;21;1 - Celesc;
ATA02;110015;12050;394556.18;6995413.5;10;1.7;0;6;1 - Celesc;
ATA02;110017;9051;394475.76;6997025.65;10;1.4;0;6;1 - Celesc;
ATA02;110018;9052;394329.03;6994745.9;15;4.1;0;7;1 - Celesc;
ATA02;110019;9053;393601.16;6995669.91;5;0.1;0;6;1 - Celesc;
ATA02;110020;9061;393144.05;6993557.59;15;2.7;0;6;1 - Celesc;
ATA02;110021;9062;392149.54;6993632.6;10;2.6;4000;6;1 - Celesc;
ATA02;110022;9064;391325.61;6993416.88;15;0.5;0;6;1 - Celesc;
ATA02;110023;9065;390904.56;6993799.48;10;4.3;0;7;1 - Celesc;
ATA02;110024;11903;392023.46;6993809.92;10;0.6;0;6;1 - Celesc;
ATA02;110025;9063;392113.75;6994080.2;10;0.4;0;6;1 - Celesc;
ATA02;110026;9676;391902.22;6994412.47;10;0.7;0;6;1 - Celesc;
ATA02;110027;10214;392623.64;6994331.12;5;1.6;0;6;1 - Celesc;
ATA02;110028;9057;394994.98;6992702.68;15;1;5000;7;1 - Celesc;
ATA02;110029;9996;395395.84;6992749.16;15;4.8;0;6;1 - Celesc;
ATA02;109415;12170;398269.13;7013065.63;25;2.8;0;6;1 - Celesc;
ATA02;109416;12171;398282.91;7013376.55;10;0.3;0;7;1 - Celesc;
ATA02;109587;8592;394447.19;7006876.49;15;6.3;0;6;1 - Celesc;
ATA02;109584;9358;393282.71;7008067.7;75;39.5;0;21;1 - Celesc;
ATA02;109585;5764;393823.39;7007548.57;30;0.4;0;21;1 - Celesc;
ATA02;109586;9271;393858.18;7007294.02;5;0.6;0;6;1 - Celesc;
ATA02;109588;8595;393837.68;7007875.34;15;3.8;0;6;1 - Celesc;
ATA02;109589;8596;393933.18;7008466.48;10;1.6;0;6;1 - Celesc;
ATA02;109590;8597;394520.61;7008955.98;30;5.7;0;21;1 - Celesc;
ATA02;109591;8598;394601.62;7009417.72;25;6;8200;6;1 - Celesc;
ATA02;109592;8601;394464.56;7010247.3;15;1.8;0;6;1 - Celesc;
ATA02;109593;9241;394896.31;7010322.61;10;3.4;10000;6;1 - Celesc;
ATA02;109595;8600;395062.33;7009839.28;10;2.3;0;6;1 - Celesc;
ATA02;110648;13305;399360.53;7001325.73;10;0.2;0;7;1 - Celesc;
ATA02;110611;7105;391098.38;7004975.27;10;1;0;6;1 - Celesc;
ATA02;110649;13240;399603.28;7000536.03;10;0.6;0;7;1 - Celesc;
ATA02;110658;13235;398972.64;7009046.86;10;2.7;0;7;1 - Celesc;
ATA02;110571;8663;399819.5;7009409.36;5;0.1;0;6;1 - Celesc;
ATA02;110610;13267;390864.9;7005267.04;50;6.1;43890;7;1 - Celesc;
ATA02;110776;13324;399113.63;7002839.89;30;8.4;0;21;1 - Celesc;
ATA02;110703;12940;392929.16;7002278.62;10;1.5;0;7;1 - Celesc;
ATA02;110711;13255;386571.72;7001883.07;10;2.1;0;6;1 - Celesc;
ATA02;110844;13371;389444.96;7002064.18;45;4.6;0;21;1 - Celesc;
ATA02;110877;9261;391404.84;7008025.29;15;0.6;0;6;1 - Celesc;
ATA02;110882;8593;393558.23;7007533.24;10;0.8;0;6;1 - Celesc;
ATA02;110751;13314;397138.15;6993950.93;10;0;0;6;1 - Celesc;
ATA02;110775;7195;398695.32;7003144.77;30;2.5;0;21;1 - Celesc;
ATA02;110799;7110;390851.13;7007696.23;10;3.9;0;6;1 - Celesc;
ATA02;110800;13277;390520.05;7007818.32;10;1.6;0;6;1 - Celesc;
ATA02;110807;12291;394422.48;7002163.71;30;3.2;0;21;1 - Celesc;
ATA02;110811;8997;391324.16;6999768.82;15;4.9;0;6;1 - Celesc;
ATA02;110832;10179;400643.87;7009095.08;10;0;0;6;1 - Celesc;
ATA02;110834;13386;391277.81;7000077.37;10;2;0;6;1 - Celesc;
ATA02;110190;8539;395985.21;6999385.45;30;3.2;0;21;1 - Celesc;
ATA02;110184;9058;395872.84;6992231.69;15;1.6;0;7;1 - Celesc;
ATA02;110186;9059;394963.7;6992113.86;10;0.1;0;6;1 - Celesc;
ATA02;110188;7173;394752.72;6999427.14;25;5;0;6;1 - Celesc;
ATA02;110191;8957;396509.45;6998710.65;5;1.7;0;6;1 - Celesc;
ATA02;110192;8958;396722.18;6998290.49;30;17;56050;21;1 - Celesc;
ATA02;110193;9127;396718.46;6998057.35;30;4.1;0;21;1 - Celesc;
ATA02;110194;9363;395278.56;6998786.73;30;12.9;0;21;1 - Celesc;
ATA02;110195;8661;399421.99;7009201.64;37.5;8.5;0;6;1 - Celesc;
ATA02;110196;8662;399670.11;7008764.12;30;11.9;0;21;1 - Celesc;
ATA02;110197;8664;400663.94;7008861.66;10;2;6000;6;1 - Celesc;
ATA02;110198;8985;395245.49;6998317.1;30;4;0;21;1 - Celesc;
ATA02;110199;8737;395194.03;6998009.14;10;1;0;6;1 - Celesc;
ATA02;110200;9031;395315.776877202;6997074.03652516;30;2.9;10000;21;1 - Celesc;
ATA02;110201;9417;395729.67;6996883.95;30;0.6;0;21;1 - Celesc;
ATA02;110202;9032;396322.51;6996830.31;15;4.4;12000;6;1 - Celesc;
ATA02;110203;9033;397124.49;6996281.79;15;4.3;0;6;1 - Celesc;
ATA02;110204;8665;401083.81;7009271.33;5;0.8;0;6;1 - Celesc;
ATA02;110205;9270;400557.987703619;7008135.53454789;15;3.6;0;6;1 - Celesc;
ATA02;110206;8667;401229.94;7008677.05;15;5.4;0;6;1 - Celesc;
ATA02;110207;11963;402182.99;7009072.17;10;0.3;0;6;1 - Celesc;
ATA02;110208;11964;402640.76;7009287.68;15;0.8;0;6;1 - Celesc;
ATA02;110209;10033;397959.82;6995771.68;10;0.4;0;6;1 - Celesc;
ATA02;110210;9036;398179.46;6995524.4;10;0.2;0;6;1 - Celesc;
ATA02;110211;9035;398489.54;6995975.76;30;4.5;14800;21;1 - Celesc;
ATA02;110212;11893;398470.97;6995136.69;30;9.6;12000;21;1 - Celesc;
ATA02;110213;9037;397446.16;6995380.22;15;3;0;6;1 - Celesc;
ATA02;110214;9039;396985.09;6994231.18;10;1.3;0;6;1 - Celesc;
ATA02;110215;9860;396786.25;6994092.66;10;0.4;0;6;1 - Celesc;
ATA02;110217;9486;397657.1;6994101.8;10;0.4;0;6;1 - Celesc;
ATA02;110218;9041;397656.86;6993711.4;45;11.3;38280;21;1 - Celesc;
ATA02;110219;9042;397827.73;6993305.83;30;1.2;0;21;1 - Celesc;
ATA02;110221;8879;400169.33;7012002.11;10;2.1;0;6;1 - Celesc;
ATA02;110222;8647;400368.31;7011868.11;10;2.2;0;8;1 - Celesc;
ATA02;110223;8646;399726.63;7011291.24;10;1.7;0;6;1 - Celesc;
ATA02;110225;8644;398666.566961047;7010009.39849213;15;0.6;10000;6;1 - Celesc;
ATA02;110226;9788;399244.04;7010185.59;10;3.4;10000;6;1 - Celesc;
ATA02;110227;8645;399007.47;7010763.04;10;1.5;0;6;1 - Celesc;
ATA02;110228;11766;399528.18;7010526.63;10;3.2;0;6;1 - Celesc;
ATA02;110229;11664;399904.2;7011021.17;5;0.2;0;6;1 - Celesc;
ATA02;110230;8648;400193.43;7010807.51;10;4;0;6;1 - Celesc;
ATA02;110231;8652;401211.65;7010519.51;5;0.5;0;6;1 - Celesc;
ATA02;110232;8651;400666.77;7010345.47;10;2;0;6;1 - Celesc;
ATA02;110233;9994;400512.39;7010128.54;10;0.2;0;6;1 - Celesc;
ATA02;110375;12794;397984.53759526;7014854.32343986;10;1.2;0;7;1 - Celesc;
ATA02;110405;12973;393423.87;7012112.62;10;0;0;7;1 - Celesc;
ATA02;110401;12961;395468.841653953;6996709.40036623;10;0;0;7;1 - Celesc;
ATA02;110402;12962;389783.69;7001751.03;10;1.8;0;7;1 - Celesc;
ATA02;110403;12964;391483.17;7000478.15;37.5;8.1;20000;7;1 - Celesc;
ATA02;110414;13172;393164.95;7006486.35;10;2.4;8180;6;1 - Celesc;
ATA02;110441;13139;395088.95;7015929.33;10;0.5;0;6;1 - Celesc;
ATA02;110445;13190;394018.97;7004420.35;10;1.7;0;7;1 - Celesc;
ATA02;110497;12923;390050.95;7001431.55;25;13.1;0;6;1 - Celesc;
ATA02;110516;12809;392686.27;7007701.61;10;1.6;0;6;1 - Celesc;
ATA02;110543;9056;394129.09;6993300.32;30;7.8;0;21;1 - Celesc;
ATA02;110550;6977;388558.92;6999509.7;45;7.2;38280;21;1 - Celesc;
ATA02;111551;7091;394245.81;7004831.67;37.5;12.8;25260;7;1 - Celesc;
ATA02;111443;13078;393700.2;7003130.62;10;2.5;0;6;1 - Celesc;
ATA02;111411;5128;399746.03;7006110.92;10;1.1;0;7;1 - Celesc;
ATA02;111442;8980;393583.81;7003400.2;30;13.1;0;21;1 - Celesc;
ATA02;111444;8658;399649.21;7007388.86;10;3.4;8000;6;1 - Celesc;
ATA02;111623;12312;390342.62;7008620.3;10;1.4;0;8;1 - Celesc;
ATA02;111626;12325;386177.037975823;6999468.63399999;30;4.8;25000;21;1 - Celesc;
ATA02;111408;9565;389030.17;6998017.42;30;2.6;0;21;1 - Celesc;
ATA02;111538;13077;400054.36;7007399.44;10;6;0;7;1 - Celesc;
ATA02;111548;12893;386567.1;7000499.63;25;6.5;0;6;1 - Celesc;
ATA02;111563;7099;395761.52;7005724.86;10;3.3;9900;6;1 - Celesc;
ATA02;111564;13101;396144.5;7005518.15;25;6.4;0;6;1 - Celesc;
ATA02;111565;11307;397249.53;7013216.94;30;1.7;0;21;1 - Celesc;
ATA02;111584;11535;393519.8;7016611.3;10;5.2;0;6;1 - Celesc;
ATA02;110896;13398;394001.12;6997847.41;10;0.1;0;6;1 - Celesc;
ATA02;110897;12299;393700.37;7003949.78;30;6.7;30000;23;1 - Celesc;
ATA02;110948;13481;388264.78;6998701.27;15;0.1;0;6;1 - Celesc;
ATA02;110915;9653;384787.5;6999874.77;30;2.4;0;21;1 - Celesc;
ATA02;110925;10251;399344.97;7013569.12;10;2.2;0;6;1 - Celesc;
ATA02;110935;13507;392090.38;6997466.17;10;1.5;0;6;1 - Celesc;
ATA02;110960;13482;393193.48;7005688.81;37.5;5.3;0;6;1 - Celesc;
ATA02;111026;13463;390598.98;7006286.44;25;6.5;0;6;1 - Celesc;
ATA02;111006;13436;391760.66;6998630.82;15;5;0;6;1 - Celesc;
ATA02;111008;10159;389875.11;6997289.58;15;1.6;0;6;1 - Celesc;
ATA02;111010;13464;384675.87;6999444.29;10;6.1;0;6;1 - Celesc;
ATA02;111027;8615;395714.69;7009058.82;10;2.7;0;6;1 - Celesc;
ATA02;111286;13684;391420.57;6993590.29;10;0.7;0;6;1 - Celesc;
ATA02;111090;13347;401290.21;7001167.07;10;1.3;0;6;1 - Celesc;
ATA02;111096;13539;392950.68;7007512.89;112.5;33.1;0;21;1 - Celesc;
ATA02;111116;8982;392786.6;7003984.09;37.5;6.1;30000;6;1 - Celesc;
ATA02;111138;13574;391506.54;7003256.84;10;0.4;0;6;1 - Celesc;
ATA02;111180;13619;395207.82;7002142.79;10;7.3;0;6;1 - Celesc;
ATA02;111236;8548;388561.32;7001016.77;15;5.1;0;6;1 - Celesc;
ATA02;111283;13658;392328.38;6999643.76;10;1.9;0;6;1 - Celesc;
ATA02;111299;13706;385504.481975729;7000139.97600004;45;0.3;0;21;1 - Celesc;
ATA02;112133;9055;393995.04;6994076.96;30;3.2;0;21;1 - Celesc;
ATA02;112137;9609;397897.56;6995455.17;30;10.1;14300;21;1 - Celesc;
ATA02;112071;12501;390810.73;7003702.97;10;0.1;0;6;1 - Celesc;
ATA02;112132;9034;397659.28;6995686.3;30;11.4;0;21;1 - Celesc;
ATA02;112136;10601;393588.18;6993901.77;75;10.5;40000;21;1 - Celesc;
ATA02;112138;10613;393574.13;6994349.63;30;1.8;0;22;1 - Celesc;
ATA02;112141;13054;391518.722915494;7012211.47242924;37.5;15.2;16600;7;1 - Celesc;
ATA02;112142;7164;391255.16;7012599.15;15;6;10000;7;1 - Celesc;
ATA02;112208;12430;388837.06;6998426.8;30;1.3;0;22;1 - Celesc;
ATA02;112165;12469;401387.62;7003890.41;30;6.1;0;22;1 - Celesc;
ATA02;112199;12629;392859.63;7014795.74;10;0.6;0;8;1 - Celesc;
ATA02;112200;12623;388879.19;7000802.85;10;1.9;0;7;1 - Celesc;
ATA02;112281;8989;392188.33;6998043.2;15;1.7;0;6;1 - Celesc;
ATA02;112263;10119;395495.92;6997438.39;10;3.8;0;7;1 - Celesc;
ATA02;112277;7202;401241.96;7000138.85;15;1.4;0;6;1 - Celesc;
ATA02;112279;12931;401786.04;6999943.08;10;0.7;0;7;1 - Celesc;
ATA02;112290;8859;392017.86;7002536.47;30;3.8;8460;21;1 - Celesc;
ATA02;111724;12998;397300.63;6998702.16;10;4.9;0;6;1 - Celesc;
ATA02;111732;12377;395589.82;7008510.49;10;0.2;0;7;1 - Celesc;
ATA02;111739;12328;394523;6997454.3;10;0.4;0;8;1 - Celesc;
ATA02;111766;12433;398701.33;7008751.62;15;3.8;0;21;1 - Celesc;
ATA02;111774;12432;390160.71;7003467.42;10;2.5;8000;6;1 - Celesc;
ATA02;111775;9413;391221.29;7000835.92;15;11.2;0;22;1 - Celesc;
ATA02;111904;7142;392996.05;7008870.43;10;3.9;0;6;1 - Celesc;
ATA02;112322;12362;400907.18;7011631.16;10;0.2;0;7;1 - Celesc;
ATA02;112323;12444;401924.54;7004880.5;30;1.2;0;21;1 - Celesc;
ATA02;111684;6978;389023.79;6999215.05;10;1.4;0;6;1 - Celesc;
ATA02;111691;12922;402121.51;7014016;10;0;0;6;1 - Celesc;
ATA02;111828;10160;399296.14;7012064.55;10;2.1;0;6;1 - Celesc;
ATA02;111841;12999;398532.63;7012858.55;10;0.4;0;7;1 - Celesc;
ATA02;111849;12981;399866.01;7010499.38;10;2.3;6000;6;1 - Celesc;
ATA02;111902;12547;393285;7015489.25;10;1.2;0;6;1 - Celesc;
ATA02;111903;12515;401023.76;7002623.6;30;7.5;0;21;1 - Celesc;
ATA02;111905;12563;393071.01;7008462.79;25;5;0;6;1 - Celesc;
ATA02;112034;12445;401247.44;7003032.46;45;3.6;0;21;1 - Celesc;
ATA02;111993;12900;394838.18;6994036.47;30;1.8;0;22;1 - Celesc;
ATA02;112002;8966;398904.53;6998905.65;30;5.1;0;23;1 - Celesc;
ATA02;112003;5234;399213.75;6998791.6;30;0.4;0;22;1 - Celesc;
ATA02;112013;12939;398709.1;7000423.97;10;0;0;7;1 - Celesc;
ATA02;112014;11239;399135.83;7001300.48;10;0;0;6;1 - Celesc;
ATA02;112038;12431;391481.71;7003786.76;10;1.1;0;6;1 - Celesc;
ATA02;112063;12448;386787.46;6999913.16;10;3.8;14850;6;1 - Celesc;
ATA02;112064;12447;396111.3;6994924.3;10;2.5;0;6;1 - Celesc;
ATA02;112610;13080;392956.08;7010978.12;10;3.5;0;7;1 - Celesc;
ATA02;112635;12686;397770.18;7015961.17;10;0.2;0;6;1 - Celesc;
ATA02;112598;13178;397339.03;7017320.4;10;1.3;0;8;1 - Celesc;
ATA02;112603;13097;397160.23;7014890.93;10;0.6;0;7;1 - Celesc;
ATA02;112640;12714;402854.05;7009511.16;10;0.3;0;6;1 - Celesc;
ATA02;112453;9272;399506.82;7007793.97;25;8;0;6;1 - Celesc;
ATA02;112454;13142;399813.31;7007882.62;10;3;0;7;1 - Celesc;
ATA02;112480;12687;398363.29;7000640.42;10;0;0;6;1 - Celesc;
ATA02;112532;12879;401813.99;7008600.13;10;1.1;0;6;1 - Celesc;
ATA02;112533;12878;390639.18;7008760.4;10;0.5;0;7;1 - Celesc;
ATA02;112568;7118;390274.6;7007317.53;10;1.1;0;6;1 - Celesc;
ATA02;113675;8994;391150.58;6998216.76;15;0.6;0;21;1 - Celesc;
ATA02;113653;13698;393359;7011272.39;10;0.4;0;6;1 - Celesc;
ATA02;113665;13739;388491.43;6998196.64;10;1.2;0;6;1 - Celesc;
ATA02;113837;13747;385156.41;6999409.74;10;1.8;0;6;1 - Celesc;
ATA02;183409;14637;391950.16;7003135.26;15;0.6;0;6;1 - Celesc;
ATA02;470528;15762;394799.032857342;6994686.21532001;10;0.1;0;6;1 - Celesc;
ATA02;166445;13744;392925.51;7007675.29;75;32.6;0;22;1 - Celesc;
ATA02;166413;13817;394825.61;7000099.21;10;0;0;7;1 - Celesc;
ATA02;158103;14436;390049.69;7002137.03;15;1.9;0;7;1 - Celesc;
ATA02;159070;9441;392638.73;7014140.16;10;0.4;0;6;1 - Celesc;
ATA02;162373;13582;389011.821878979;6998710.64200877;75;7.4;50000;21;1 - Celesc;
ATA02;162386;13613;386936.56;7000228.75;25;4.4;25000;6;1 - Celesc;
ATA02;161785;13488;390945.083740341;7002379.64813484;10;0;0;6;1 - Celesc;
ATA02;161953;13790;395174.18;7007246.81;10;0;0;7;1 - Celesc;
ATA02;162038;13476;387024.6;6998749.71;10;2.1;0;6;1 - Celesc;
ATA02;162836;13746;385073.18;6999231.53;25;0.8;25000;7;1 - Celesc;
ATA02;162959;11663;399955.85;7011541.66;10;2.1;0;6;1 - Celesc;
ATA02;163429;13055;391135.15;7012218.67;10;3.2;0;7;1 - Celesc;
ATA02;163612;13123;394683.9;7017437.93;10;0;0;7;1 - Celesc;
ATA02;163299;9814;391511.086790786;6997765.07418172;37.5;3.1;11200;7;1 - Celesc;
ATA02;164114;13200;391343.61;7006721.03;30;1.2;0;23;1 - Celesc;
ATA02;164136;13275;390152.48;7002648.78;10;0;0;7;1 - Celesc;
ATA02;165058;13593;397336.82;6996007.32;15;1.3;6230;23;1 - Celesc;
ATA02;164743;9040;397077.48;6993713.71;15;7.9;0;6;1 - Celesc;
ATA02;164886;13839;398127.23;7007582.64;10;1.5;0;8;1 - Celesc;
ATA02;165201;13777;400657.11;6999108.51;15;0.2;0;7;1 - Celesc;
ATA02;165443;13884;390103.22;7001646.41;10;1.5;0;7;1 - Celesc;
ATA02;166080;13844;397781.18;6999083.16;45;5.5;12100;22;1 - Celesc;
ATA02;166117;13897;387618.54;7001412.26;25;3;0;6;1 - Celesc;
ATA02;166063;13796;389840.3;7000871.46;10;1.6;0;7;1 - Celesc;
ATA02;168089;13983;392460.58;6996966.26;25;3.3;0;6;1 - Celesc;
ATA02;168240;13994;397833.89;6999780.07;25;9.6;0;7;1 - Celesc;
ATA02;168246;13987;398097.8;7004895.86;30;6.9;10000;21;1 - Celesc;
ATA02;167923;13982;391047.42;7001458.51;25;2.3;0;6;1 - Celesc;
ATA02;179144;14185;390664.37;7008283.86;30;3.6;30000;21;1 - Celesc;
ATA02;179178;14163;388957.37;7003540.24;30;7.2;0;21;1 - Celesc;
ATA02;183367;14726;394653.63;7014268.55;10;0;0;6;1 - Celesc;
ATA02;471014;15812;391492.011050094;6994182.57234284;25;0;0;6;1 - Celesc;
ATA02;471104;15767;397501.680547268;7003793.9992092;45;4.9;32000;21;1 - Celesc;
ATA02;471203;15801;392046.711130726;7001848.70482428;45;7.8;23760;21;1 - Celesc;
ATA02;324909;10975;393451.6;7014684.07;10;2.1;0;6;1 - Celesc;
ATA02;359820;15368;391559.846014886;7002435.12881476;10;0.2;0;6;1 - Celesc;
ATA02;447420;76459;398135.856659223;7014769.56862764;1000;219.4;0;21;2 - Particular;
ATA02;167823;13993;392574.52;7010987.51;25;3.8;18000;6;1 - Celesc;
ATA02;168405;14009;386574.15;7001387.17;10;4.4;0;6;1 - Celesc;
ATA02;168418;7161;392018.78;7013039.17;25;10.5;0;7;1 - Celesc;
ATA02;168571;8594;393518.77;7007950.25;30;0.6;0;22;1 - Celesc;
ATA02;169153;14005;390356.49;7007612.05;10;0.3;0;7;1 - Celesc;
ATA02;170378;14373;398975.11;7007290.61;10;2.2;0;7;1 - Celesc;
ATA02;170638;9535;394611.81;6992905.88;10;3.6;0;6;1 - Celesc;
ATA02;171309;14155;391256.6;7007449.08;112.5;19.2;0;21;1 - Celesc;
ATA02;171310;14156;391157.28;7007214.97;30;3.4;0;22;1 - Celesc;
ATA02;170893;14327;395413;6999106.05;30;1;0;21;1 - Celesc;
ATA02;171649;14816;397385.49;7010821.3;75;18.3;75000;21;1 - Celesc;
ATA02;172275;14501;395939.67;7012457.78;10;0.1;0;6;1 - Celesc;
ATA02;172799;14727;396299.1;6994790.17;15;2.2;0;6;1 - Celesc;
ATA02;172848;14766;394435.06;6995077.35;10;0.1;0;6;1 - Celesc;
ATA02;175339;14272;398365.03;7009041.33;10;0.6;0;8;1 - Celesc;
ATA02;175089;14598;389587.55;7003909.16;10;0.1;0;6;1 - Celesc;
ATA02;176007;14819;391341.33;7003349.36;30;2.4;0;21;1 - Celesc;
ATA02;176010;14841;390888.1;7003548.04;30;5.7;0;21;1 - Celesc;
ATA02;176072;14336;393926.29;7009481.95;10;0.2;0;6;1 - Celesc;
ATA02;177179;8659;399135.39;7007204.25;37.5;8.7;0;7;1 - Celesc;
ATA02;177381;14102;391811.09;7001919.79;45;10;0;21;1 - Celesc;
ATA02;177464;14326;394430.3;6998239.44;30;2.3;0;21;1 - Celesc;
ATA02;176551;14520;397547.56;7004006.68;30;5;0;21;1 - Celesc;
ATA02;176552;14521;397949.86;7004164.18;30;3.1;0;21;1 - Celesc;
ATA02;176670;14026;396724.82;7001881.52;30;0.1;0;21;1 - Celesc;
ATA02;177671;14770;398577.2;7010626.15;10;1.4;0;6;1 - Celesc;
ATA02;178520;14451;394864.05;7001173.49;45;2.8;0;22;1 - Celesc;
ATA02;178875;14248;387100.34;6998198.9;10;0.5;0;6;1 - Celesc;
ATA02;179424;9028;386125.58;7002086.35;15;7.3;0;6;1 - Celesc;
ATA02;179751;14859;395443.35;7006707.14;10;2.4;0;6;1 - Celesc;
ATA02;179779;14120;397139.95;7008405.09;15;6;0;6;1 - Celesc;
ATA02;180244;14097;393388.56;7008354.57;30;8.8;0;21;1 - Celesc;
ATA02;179944;8961;397934.72;6998820.9;75;8.2;58000;22;1 - Celesc;
ATA02;180731;14535;391185.67;7002902.37;10;2.1;0;7;1 - Celesc;
ATA02;181090;14615;387406.03;7001633.13;10;1.5;0;6;1 - Celesc;
ATA02;180322;14390;396136.04;7012655.76;10;2.3;9790;6;1 - Celesc;
ATA02;181463;14605;394339.24;7010685.27;75;11.6;50000;23;1 - Celesc;
ATA02;181218;14098;390940.77;7007615.84;10;2.7;0;6;1 - Celesc;
ATA02;182228;14200;392309.82;7003591.67;10;0.8;0;6;1 - Celesc;
ATA02;182296;14279;391197.4;7007914.33;10;4.9;5000;7;1 - Celesc;
ATA02;182708;14591;393653.62;7012169.1;10;0.6;0;6;1 - Celesc;
ATA02;184217;14219;394020.366554295;7014364.09942873;15;0.3;0;6;1 - Celesc;
ATA02;184039;14513;397302.65;7016287.89;10;3.8;0;7;1 - Celesc;
ATA02;184141;14703;395357.25;6997453.29;10;0.2;0;6;1 - Celesc;
ATA02;185367;14332;387963.38;7001418.87;10;3.5;0;6;1 - Celesc;
ATA02;186804;14371;391007.59;6998417.93;15;1.8;0;6;1 - Celesc;
ATA02;186891;14408;400165.24;7008960.54;10;3.8;0;6;1 - Celesc;
ATA02;186502;14719;395305.6;6994086.84;30;3.1;0;22;1 - Celesc;
ATA02;189059;14333;390397.4;6998756.98;10;0.7;0;6;1 - Celesc;
ATA02;189335;14240;393176.28;7007462.34;10;3.2;0;7;1 - Celesc;
ATA02;188506;14735;396095.8;7004845.09;15;1;0;6;1 - Celesc;
ATA02;188841;14717;395651.79;7000086.59;10;0.6;0;6;1 - Celesc;
ATA02;188881;8623;398113.57;7012334.88;15;0.5;0;7;1 - Celesc;
ATA02;189439;14648;395041.12;7011717.46;10;3.4;10000;6;1 - Celesc;
ATA02;190184;14330;392817.63;7004939.86;25;10.6;15000;6;1 - Celesc;
ATA02;208466;14910;390876.283303976;7005314.82486639;45;9.8;20000; ;1 - Celesc;
ATA02;212976;76385;393290.967173404;7008161.70802787;150;150.5;0;25;2 - Particular;
ATA02;223391;15021;396975.606644503;6994686.44805769;30;0.7;0;24;1 - Celesc;
ATA02;216453;14961;397938.04;7012672.65;30;2.1;9600;25;1 - Celesc;
ATA02;218435;14968;386278.14061495;7001716.28599341;15;5.6;0;10;1 - Celesc;
