Data de Emissão:;03/jan/2023
Base de dados:;GENCEL_REL
Matrícula:;e018071

Alimentador.Código do Alimentador;Trecho Primário Aéreo.Identificador do Objeto;Rep. Grafica: Trecho Primário Aéreo.Linha;Rep. Grafica: Trecho Primário Aéreo.Rotação;Trecho Primário Aéreo.Comprimento Estimado;Trecho Primário Aéreo.Quantidade de Cabos por Fase;Trecho Primário Aéreo.Fases Existentes;Tipo de Cabo.Código de cabo;Tipo de Cabo.Reatância Positiva;Tipo de Cabo.Reatância Zero;Tipo de Cabo.Resistência Positiva;Tipo de Cabo.Resistência Zero
ATA02;1420234;LINESTRING (396622.65 6998660.83, 396743.963754084 6998998.93977104);0;359.214760558158;1 - 1;1 - R;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1337023;LINESTRING (398230.493572708 7004555.89370663, 398253.05 7004585.08);0;36.886747387976;1 - 1;13 - STR;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1400948;LINESTRING (398419.84 7010361.23, 398410.308213704 7010259.01800094);0;102.655480623077;1 - 1;1 - R;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1400949;LINESTRING (398410.308213704 7010259.01800094, 398379.277831335 7010183.91978933);0;81.2565444561057;1 - 1;1 - R;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1400950;LINESTRING (398379.277831335 7010183.91978933, 398330.209875903 7010119.26932622);0;81.1624705796492;1 - 1;1 - R;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434807;LINESTRING (395772.16 7012879.84, 395744.477741818 7012950.68731174);0;76.063453766013;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434808;LINESTRING (395744.477741818 7012950.68731174, 395726.04528773 7013009.11561941);0;61.2668140260799;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434809;LINESTRING (395726.04528773 7013009.11561941, 395708.565691819 7013066.81364363);0;60.2876295112355;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434810;LINESTRING (395708.565691819 7013066.81364363, 395686.474012722 7013123.15822611);0;60.5206928266031;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434811;LINESTRING (395686.474012722 7013123.15822611, 395655.151787459 7013183.63756928);0;68.1089769834829;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
